Name,Location,Type,Rating,Price
Anarse Samosewale,shaniwar-peth-pune,Snacks,4.2,100 FOR TWO
Maskawala & Co.,shaniwar-peth-pune,"Snacks, Biryani, Bakery",4.4,400 FOR TWO
Faasos - Wraps & Rolls,shaniwar-peth-pune,"Fast Food, North Indian, Street Food, Desserts",4.4,200 FOR TWO
Oye Kiddan,shaniwar-peth-pune,"Punjabi, North Indian, Desserts, Thalis",4.2,250 FOR TWO
Wadeshwar (Bajirao road),shaniwar-peth-pune,"South Indian, Snacks, Street Food, Beverages",4.6,350 FOR TWO
Punjab Canteen,shaniwar-peth-pune,"Punjabi, North Indian, Chaat, Biryani, Kebabs, Desserts, Beverages, Tandoor",4.2,300 FOR TWO
Burger It Up,shaniwar-peth-pune,"Burgers, Beverages, Desserts, American, Cafe",4.1,150 FOR TWO
Suruchi Sweets,shaniwar-peth-pune,"Sweets, Desserts",4.3,200 FOR TWO
Greens and Breads,shaniwar-peth-pune,"Healthy Food, American, Salads, Continental, Grill",4.1,250 FOR TWO
Assal Amravati Mh27,shaniwar-peth-pune,"North Indian, Maharashtrian, Snacks, Beverages, Tandoor",4.0,200 FOR TWO
Naadbramha Idli,shaniwar-peth-pune,"South Indian, Beverages",--,200 FOR TWO
Third Wave Coffee,shaniwar-peth-pune,"Beverages, Fast Food, Snacks",4.4,400 FOR TWO
Darshan,shaniwar-peth-pune,"Italian, Chinese, Continental, Desserts, Chaat, Indian, North Indian, Juices, Me...",4.5,550 FOR TWO
Fakkad Foods,shaniwar-peth-pune,"Street Food, Fast Food, Indian",4.3,300 FOR TWO
Iceberg Organic Icecreams By EatFit,shaniwar-peth-pune,Ice Cream,--,200 FOR TWO
Irani Cafe,shaniwar-peth-pune,"Bakery, Snacks, Fast Food, Desserts, Beverages, Indian, Street Food",4.4,200 FOR TWO
Hotel Vandan Pure Veg,shaniwar-peth-pune,"South Indian, Indian, Fast Food, Snacks, Juices",--,250 FOR TWO
S Kumar Wadewale,shaniwar-peth-pune,"Snacks, Chaat",3.7,100 FOR TWO
Vaishali Refreshment,shaniwar-peth-pune,Snacks,4.0,200 FOR TWO
Sweet Truth - Cake and Desserts,shaniwar-peth-pune,"Bakery, Desserts",4.2,450 FOR TWO
Shrimanti Misal And Snacks,shaniwar-peth-pune,"Maharashtrian, Street Food",4.3,150 FOR TWO
Roopali Restaurant - FC Road,shaniwar-peth-pune,"South Indian, North Indian, Beverages",4.6,300 FOR TWO
EatFit,shaniwar-peth-pune,"Healthy Food, Pizzas, North Indian, Thalis, Biryani, Chinese",4.2,270 FOR TWO
 Hotel Ramnath Kolhapuri Misal,shaniwar-peth-pune,Street Food,4.0,150 FOR TWO
CakeZone,shaniwar-peth-pune,"Bakery, Desserts, Sweets, Ice Cream",4.4,200 FOR TWO
Faasos' Signature Wraps & Rolls,shaniwar-peth-pune,"Snacks, Beverages, Desserts, Indian",--,350 FOR TWO
Great Indian Khichdi by EatFit,shaniwar-peth-pune,"Indian, Home Food, Healthy Food, Snacks",4.3,200 FOR TWO
Deepak Special Tea House,shaniwar-peth-pune,"Indian, Snacks",--,300 FOR TWO
Cafe Crush,shaniwar-peth-pune,"Beverages, Snacks",--,200 FOR TWO
AKKAGS T.R SHARMA SHEGOAN KACHORI CENTER,shaniwar-peth-pune,Street Food,--,100 FOR TWO
PALLAVI PURE VEG,shaniwar-peth-pune,"North Indian, South Indian, Chinese, Beverages, Desserts",3.3,300 FOR TWO
HRX by EatFit,shaniwar-peth-pune,"Healthy Food, Salads, Keto",4.3,270 FOR TWO
Pure Veg Meals by Lunchbox,shaniwar-peth-pune,"North Indian, Desserts, Biryani",--,200 FOR TWO
Darshan,shaniwar-peth-pune,"Italian, Chinese, Continental, Desserts, Chaat, Indian, North Indian, Juices, Me...",4.5,550 FOR TWO
SANJEEVINI  SNACKES CORNER,shaniwar-peth-pune,"Snacks, Street Food, Beverages",--,220 FOR TWO
Home Plate by EatFit,shaniwar-peth-pune,"North Indian, Home Food, Healthy Food, Indian, Punjabi, South Indian, Rajasthani...",3.8,160 FOR TWO
Samosa Singh,shaniwar-peth-pune,"North Indian, Indian, Snacks, Street Food",3.7,150 FOR TWO
Cafe U N ME,shaniwar-peth-pune,Indian,--,400 FOR TWO
HINDUSTAN BAKERY,shaniwar-peth-pune,"Bakery, Snacks",--,100 FOR TWO
NRH BADSHAHI,shaniwar-peth-pune,"Fast Food, Snacks, Beverages",--,200 FOR TWO
S.A Dosa Cafe,shaniwar-peth-pune,South Indian,4.4,250 FOR TWO
The Dessert Heaven - Pure Veg,shaniwar-peth-pune,"Bakery, Desserts, Sweets, Ice Cream",4.2,200 FOR TWO
Baker's Basket,shaniwar-peth-pune,"Bakery, Desserts",4.6,400 FOR TWO
Le Plaisir,shaniwar-peth-pune,European,4.5,1000 FOR TWO
Hotel Subhadraa ,shaniwar-peth-pune,"North Indian, Chinese, South Indian, Biryani",4.4,350 FOR TWO
SARKAR FOOD,shaniwar-peth-pune,"Fast Food, Beverages",--,150 FOR TWO
HOTEL GEETA VIHAR,shaniwar-peth-pune,"North Indian, South Indian, Biryani, Snacks",--,300 FOR TWO
Panchali Restaurant,shaniwar-peth-pune,North Indian,4.2,500 FOR TWO
Cheesecakes By CakeZone,shaniwar-peth-pune,"Desserts, Bakery",4.7,200 FOR TWO
Haldiram's Sweets and Namkeen,shaniwar-peth-pune,"South Indian, North Indian, Indian, Fast Food, Snacks",4.5,200 FOR TWO
Hindavi Swarajya Special Tupatil Sabudane Wade,shaniwar-peth-pune,"Snacks, Maharashtrian, Fast Food",4.8,100 FOR TWO
Iceberg Organic Icecreams By EatFit,shaniwar-peth-pune,Ice Cream,--,200 FOR TWO
Smoodies & Juices- Yours Fruitfully,shaniwar-peth-pune,"Beverages, Juices, Healthy Food, Desserts",--,270 FOR TWO
ITC Fabelle Chocolates,shaniwar-peth-pune,"Bakery, Desserts",5.0,600 FOR TWO
Rajeshwari Snacks,shaniwar-peth-pune,"Snacks, South Indian, Beverages",--,200 FOR TWO
Haldiram's Restaurant,shaniwar-peth-pune,"Chaat, North Indian, South Indian, Fast Food, Beverages, Desserts",4.3,300 FOR TWO
Cafe Peter,shaniwar-peth-pune,Continental,2.7,350 FOR TWO
Blue Tokai Coffee Roasters,shaniwar-peth-pune,"Desserts, Beverages, Healthy Food, Pizzas, Waffle, Salads, Pastas",4.5,600 FOR TWO
BreakFast,shaniwar-peth-pune,South Indian,4.4,150 FOR TWO
Buva Snacks Vadapav Dosa Center,shaniwar-peth-pune,"Street Food, South Indian, Snacks",--,100 FOR TWO
Momo mafia,shaniwar-peth-pune,"Tandoor, North Indian, Indian",--,200 FOR TWO
Katakirrr Misal,shaniwar-peth-pune,"Maharashtrian, Snacks",4.1,200 FOR TWO
Ramsar Bakery,shaniwar-peth-pune,"Bakery, Snacks, Desserts, Fast Food, Beverages, Indian, Street Food",4.2,300 FOR TWO
Sharvaree Restaurant,shaniwar-peth-pune,"Maharashtrian, North Indian, Chinese",4.4,700 FOR TWO
Green Signal.,shaniwar-peth-pune,"Chinese, Continental, Indian, North Indian",4.5,500 FOR TWO
Shiv Sagar,shaniwar-peth-pune,"North Indian, South Indian, Chinese, Fast Food",4.3,300 FOR TWO
KANNU KI CHAI,shaniwar-peth-pune,"Beverages, Snacks, Maharashtrian",4.6,250 FOR TWO
NEW GIRIJA RESTAURANT,shaniwar-peth-pune,North Indian,--,300 FOR TWO
Panchali Restaurant,shaniwar-peth-pune,North Indian,4.2,500 FOR TWO
Cheesecakes By CakeZone,shaniwar-peth-pune,"Desserts, Bakery",4.7,200 FOR TWO
Haldiram's Sweets and Namkeen,shaniwar-peth-pune,"South Indian, North Indian, Indian, Fast Food, Snacks",4.5,200 FOR TWO
Starbucks Coffee,shaniwar-peth-pune,"Beverages, Ice Cream",4.3,400 FOR TWO
Hindavi Swarajya Special Tupatil Sabudane Wade,shaniwar-peth-pune,"Snacks, Maharashtrian, Fast Food",4.8,100 FOR TWO
Iceberg Organic Icecreams By EatFit,shaniwar-peth-pune,Ice Cream,--,200 FOR TWO
Chitale Ice Cream,shaniwar-peth-pune,Ice Cream,4.5,500 FOR TWO
Rajmandir Ice Cream,shaniwar-peth-pune,"Ice Cream, Desserts, Beverages",4.3,150 FOR TWO
CAD (M) CAD (B),shaniwar-peth-pune,"Desserts, Beverages",3.6,300 FOR TWO
Smoodies & Juices- Yours Fruitfully,shaniwar-peth-pune,"Beverages, Juices, Healthy Food, Desserts",--,270 FOR TWO
Shree Ganesh Snacks,shaniwar-peth-pune,South Indian,--,150 FOR TWO
Deccan Cafe And Juice Centre	,shaniwar-peth-pune,"Cafe, Beverages, Italian-American",--,400 FOR TWO
ITC Fabelle Chocolates,shaniwar-peth-pune,"Bakery, Desserts",5.0,600 FOR TWO
Rajeshwari Snacks,shaniwar-peth-pune,"Snacks, South Indian, Beverages",--,200 FOR TWO
Shree Krishna Juice Bar,shaniwar-peth-pune,"Juices, Beverages",4.4,150 FOR TWO
Gulp,shaniwar-peth-pune,"Beverages, Desserts",4.3,200 FOR TWO
Chai Ya Coffee?,shaniwar-peth-pune,"Bakery, Beverages, Desserts",--,200 FOR TWO
Ajantha,shaniwar-peth-pune,Maharashtrian,--,100 FOR TWO
Wich Wich,shaniwar-peth-pune,Fast Food,--,200 FOR TWO
THE CREMA,shaniwar-peth-pune,"Beverages, Desserts",--,200 FOR TWO
Pankaj`S Sambar,shaniwar-peth-pune,"South Indian, Chinese, Snacks, Beverages",--,350 FOR TWO
Sai Chaya Misal House,shaniwar-peth-pune,"Chinese, Snacks, North Indian",--,200 FOR TWO
Kwality Walls Frozen Dessert and Ice Cream Shop,shaniwar-peth-pune,"Desserts, Ice Cream, Ice Cream Cakes",--,200 FOR TWO
Samudra Veg,shaniwar-peth-pune,"North Indian, Chinese, South Indian",4.4,450 FOR TWO
Thorat's Baarbeque Misal,shaniwar-peth-pune,Snacks,--,300 FOR TWO
The Hoagie Club - Gourmet Subs and Salads,shaniwar-peth-pune,"Healthy Food, Salads, American, Beverages",--,450 FOR TWO
COFFEE NATION,shaniwar-peth-pune,Indian,--,300 FOR TWO
Mummy's Kitchen,shaniwar-peth-pune,Snacks,--,250 FOR TWO
Cafe Riddhi and Dosa Centre,shaniwar-peth-pune,"South Indian, Snacks",--,200 FOR TWO
Dakshination,shaniwar-peth-pune,Indian,--,290 FOR TWO
Indore Foods,shaniwar-peth-pune,Street Food,4.3,100 FOR TWO
Brew Culture,shaniwar-peth-pune,Beverages,--,250 FOR TWO
Cafe Kathaa,shaniwar-peth-pune,"Continental, Healthy Food, Beverages",--,550 FOR TWO
Shree Kala - Aaba Misalwale,shaniwar-peth-pune,"Street Food, Maharashtrian, Snacks, Sweets",4.4,200 FOR TWO
Vateshwar Bhuvan,shaniwar-peth-pune,Fast Food,4.4,150 FOR TWO
Atithi Veg,shaniwar-peth-pune,"South Indian, Indian, Tandoor, Continental, Chaat, Kebabs",4.4,300 FOR TWO
German Bakery Wunderbar,shaniwar-peth-pune,"Italian, German, Continental",4.0,700 FOR TWO
Yumma Swami,shaniwar-peth-pune,South Indian,4.2,300 FOR TWO
Oum Kailash Dairy,shaniwar-peth-pune,Desserts,--,150 FOR TWO
Kekiz The Cake Shop,shaniwar-peth-pune,Desserts,--,400 FOR TWO
Abhishek Veg Restaurant,shaniwar-peth-pune,"North Indian, Chinese",4.3,500 FOR TWO
Hotel Annapurna Tarangan,shaniwar-peth-pune,Maharashtrian,4.1,150 FOR TWO
Shri Chaturshringi mata Snacks center,shaniwar-peth-pune,Indian,4.0,200 FOR TWO
Litti Factory,shaniwar-peth-pune,"Bihari, Snacks, Sweets",--,500 FOR TWO
Kimaya Veg Restaurant,shaniwar-peth-pune,"Chinese, South Indian, Indian",4.4,300 FOR TWO
Best Belgian waffle,shaniwar-peth-pune,"Desserts, Bakery, Beverages",4.2,250 FOR TWO
Swa Varhadi MIsal,shaniwar-peth-pune,"Indian, Snacks",--,200 FOR TWO
Santosh Bakery,shivajinagar-pune,Bakery,4.8,100 FOR TWO
Niranjan Veg Restaurant,shivajinagar-pune,"South Indian, Maharashtrian, Chinese, Fast Food, Beverages",4.5,400 FOR TWO
Ramsar Bakery,shivajinagar-pune,"Bakery, Snacks, Desserts, Fast Food, Beverages, Indian, Street Food",4.2,300 FOR TWO
Yolkshire,shivajinagar-pune,"Healthy Food, European, Salads, Italian, Desserts, Beverages",4.3,400 FOR TWO
Bhadait Misal,shivajinagar-pune,"Maharashtrian, Snacks",4.4,150 FOR TWO
Subway,shivajinagar-pune,"Fast Food, Healthy Food, Salads, Snacks, Desserts, Beverages",4.2,350 FOR TWO
Haldiram's Restaurant,shivajinagar-pune,"Chaat, North Indian, South Indian, Fast Food, Beverages, Desserts",4.3,300 FOR TWO
Bedekar Misal,shivajinagar-pune,Maharashtrian,4.4,400 FOR TWO
Greens and Breads,shivajinagar-pune,"Healthy Food, American, Salads, Continental, Grill",4.1,250 FOR TWO
Wadeshwar(FC Road),shivajinagar-pune,"South Indian, Street Food, Snacks, Beverages, Healthy Food, Indian",4.6,350 FOR TWO
Haldiram's Sweets and Namkeen,shivajinagar-pune,"South Indian, North Indian, Indian, Fast Food, Snacks",4.5,200 FOR TWO
Punjab Canteen,shivajinagar-pune,"Punjabi, North Indian, Chaat, Biryani, Kebabs, Desserts, Beverages, Tandoor",4.2,300 FOR TWO
Starbucks Coffee,shivajinagar-pune,"Beverages, Ice Cream",4.6,400 FOR TWO
Roopali Restaurant - FC Road,shivajinagar-pune,"South Indian, North Indian, Beverages",4.6,300 FOR TWO
Third Wave Coffee,shivajinagar-pune,"Beverages, Fast Food, Snacks",4.4,400 FOR TWO
Shiv Sagar,shivajinagar-pune,"North Indian, South Indian, Chinese, Fast Food",4.3,300 FOR TWO
Irani Cafe,shivajinagar-pune,"Bakery, Snacks, Fast Food, Desserts, Beverages, Indian, Street Food",4.4,200 FOR TWO
Maskawala & Co.,shivajinagar-pune,"Snacks, Biryani, Bakery",4.4,400 FOR TWO
Blue Tokai Coffee Roasters,shivajinagar-pune,"Desserts, Beverages, Healthy Food, Pizzas, Waffle, Salads, Pastas",4.5,600 FOR TWO
Hotel Durga,shivajinagar-pune,"Fast Food, South Indian",4.4,300 FOR TWO
Baker's Basket,shivajinagar-pune,"Bakery, Desserts",4.6,400 FOR TWO
Khandoli Nitin's Canteen,shivajinagar-pune,"Indian, Fast Food, Beverages, Snacks",--,200 FOR TWO
Barista,shivajinagar-pune,"Beverages, Snacks, Desserts",3.9,350 FOR TWO
Kaldis Berry,shivajinagar-pune,"Snacks, Beverages, Indian",--,300 FOR TWO
Cafe Goodluck,shivajinagar-pune,"North Indian, Biryani, Snacks, Beverages, Bakery",4.3,350 FOR TWO
Thorat's Baarbeque Misal,shivajinagar-pune,Snacks,--,300 FOR TWO
Suchali's Artisan Bakehouse,shivajinagar-pune,"Bakery, Beverages",--,600 FOR TWO
HOT KATHI ROLLS,shivajinagar-pune,"Snacks, Indian",--,200 FOR TWO
EatFit,shivajinagar-pune,"Healthy Food, Pizzas, North Indian, Thalis, Biryani, Chinese",4.2,270 FOR TWO
Banglore Iyanger Bakery,shivajinagar-pune,"Bakery, Desserts",--,200 FOR TWO
KANNU KI CHAI,shivajinagar-pune,"Beverages, Snacks, Maharashtrian",4.6,250 FOR TWO
Rohit Wadewale,shivajinagar-pune,"Maharashtrian, Beverages, Snacks, Bakery, Fast Food",4.0,250 FOR TWO
Aashirwad Cafe,shivajinagar-pune,"Indian, Chinese, South Indian, Italian",--,200 FOR TWO
Cafe Kathaa,shivajinagar-pune,"Continental, Healthy Food, Beverages",--,550 FOR TWO
CakeZone,shivajinagar-pune,"Bakery, Desserts, Sweets, Ice Cream",4.4,200 FOR TWO
Great Indian Khichdi by EatFit,shivajinagar-pune,"Indian, Home Food, Healthy Food, Snacks",4.3,200 FOR TWO
The Hoagie Club - Gourmet Subs and Salads,shivajinagar-pune,"Healthy Food, Salads, American, Beverages",--,450 FOR TWO
COFFEE NATION,shivajinagar-pune,Indian,--,300 FOR TWO
BEANS BAR,shivajinagar-pune,"Beverages, Fast Food",--,200 FOR TWO
Kiosk Kaffee,shivajinagar-pune,Beverages,--,150 FOR TWO
HRX by EatFit,shivajinagar-pune,"Healthy Food, Salads, Keto",4.3,270 FOR TWO
Pankaj`S Sambar,shivajinagar-pune,"South Indian, Chinese, Snacks, Beverages",--,350 FOR TWO
Maharaja Wada,shivajinagar-pune,"Indian, Chaat, Beverages, Pizzas",4.6,150 FOR TWO
Ishan Pure Veg,shivajinagar-pune,"North Indian, Chinese, South Indian, Beverages",4.5,400 FOR TWO
WAGH BAKRI TEA LOUNGE,shivajinagar-pune,"Beverages, Snacks, Bakery",4.1,500 FOR TWO
Faasos - Wraps & Rolls,shivajinagar-pune,"Fast Food, North Indian, Street Food, Desserts",4.4,200 FOR TWO
Home Plate by EatFit,shivajinagar-pune,"North Indian, Home Food, Healthy Food, Indian, Punjabi, South Indian, Rajasthani...",3.8,160 FOR TWO
Samosa Singh,shivajinagar-pune,"North Indian, Indian, Snacks, Street Food",3.7,150 FOR TWO
Chitale Bandhu Mithaiwale,shivajinagar-pune,"Sweets, Snacks, Desserts",4.7,450 FOR TWO
S.A Dosa Cafe,shivajinagar-pune,South Indian,4.4,250 FOR TWO
LunchBox - Meals and Thalis,shivajinagar-pune,"North Indian, Punjabi, Biryani, Healthy Food, Jain, Thalis, Indian, Mughlai, Des...",4.1,200 FOR TWO
The Cake & Cream Factory,shivajinagar-pune,Bakery,4.4,200 FOR TWO
Cafe Peter,shivajinagar-pune,Continental,2.7,350 FOR TWO
The Dessert Heaven - Pure Veg,shivajinagar-pune,"Bakery, Desserts, Sweets, Ice Cream",4.2,200 FOR TWO
Aamhi Pohekar,shivajinagar-pune,"North Indian, Maharashtrian, Snacks",4.6,100 FOR TWO
Cheesecakes By CakeZone,shivajinagar-pune,"Desserts, Bakery",4.7,200 FOR TWO
Le Plaisir,shivajinagar-pune,European,4.5,1000 FOR TWO
Smoodies & Juices- Yours Fruitfully,shivajinagar-pune,"Beverages, Juices, Healthy Food, Desserts",--,270 FOR TWO
Iceberg Organic Icecreams By EatFit,shivajinagar-pune,Ice Cream,--,200 FOR TWO
Sam And Sam Burger,shivajinagar-pune,"American, Fast Food, Pizzas",--,200 FOR TWO
ITC Fabelle Chocolates,shivajinagar-pune,"Bakery, Desserts",5.0,600 FOR TWO
cafe Magic of Taste,shivajinagar-pune,Snacks,--,250 FOR TWO
Sweet Truth - Cake and Desserts,shivajinagar-pune,"Bakery, Desserts",4.2,450 FOR TWO
PALLAVI PURE VEG,shivajinagar-pune,"North Indian, South Indian, Chinese, Beverages, Desserts",3.3,300 FOR TWO
Martand Misal & Special Tea,shivajinagar-pune,"Snacks, Maharashtrian, Sweets, Beverages",--,150 FOR TWO
Darshan,shivajinagar-pune,"Italian, Chinese, Continental, Desserts, Chaat, Indian, North Indian, Juices, Me...",4.5,550 FOR TWO
Shrimanti Misal And Snacks,shivajinagar-pune,"Maharashtrian, Street Food",4.3,150 FOR TWO
Appa,shivajinagar-pune,Street Food,4.3,150 FOR TWO
German Bakery Wunderbar,shivajinagar-pune,"Italian, German, Continental",4.0,700 FOR TWO
Sushi Stix,shivajinagar-pune,Japanese,--,500 FOR TWO
Faasos' Signature Wraps & Rolls,shivajinagar-pune,"Snacks, Beverages, Desserts, Indian",--,350 FOR TWO
Fithulk Lassi Bar,shivajinagar-pune,"Beverages, Fast Food",--,200 FOR TWO
Wok toss,shivajinagar-pune,"Pan-Asian, Chinese, Thai, Indonesian, Desserts",--,400 FOR TWO
Tea Post,shivajinagar-pune,"Beverages, Snacks",--,300 FOR TWO
E- SQUARE THE FERN,shivajinagar-pune,"Chinese, North Indian, Punjabi, Snacks",--,500 FOR TWO
GOKHALES KITCHEN,shivajinagar-pune,"Thalis, Street Food, South Indian, Maharashtrian",4.3,200 FOR TWO
Supriya Restaurant,shivajinagar-pune,"North Indian, Chinese, South Indian, Fast Food, Beverages, Snacks",4.5,300 FOR TWO
Pure Veg Meals by Lunchbox,shivajinagar-pune,"North Indian, Desserts, Biryani",--,200 FOR TWO
Kwality Walls Frozen Dessert and Ice Cream Shop,shivajinagar-pune,"Desserts, Ice Cream, Ice Cream Cakes",3.9,300 FOR TWO
LE 21 PIZZERIA,shivajinagar-pune,Indian,--,600 FOR TWO
LE 21 PIZZERIA,shivajinagar-pune,Indian,--,600 FOR TWO
Ganpat sweets,shivajinagar-pune,"Indian, Snacks",2.6,100 FOR TWO
VISHNUKRUPA HALL,shivajinagar-pune,"Indian, Snacks",--,200 FOR TWO
Swa Varhadi MIsal,shivajinagar-pune,"Indian, Snacks",--,200 FOR TWO
Naadbramha Idli,shivajinagar-pune,"South Indian, Beverages",--,200 FOR TWO
Pav Bhaji On KG,shivajinagar-pune,"Snacks, Street Food, Beverages",--,150 FOR TWO
CLASICO DE CAFE,shivajinagar-pune,"Beverages, Burgers, Snacks",--,300 FOR TWO
Wake and Bake,shivajinagar-pune,"Desserts, Sweets",4.4,350 FOR TWO
Cafe Crush,shivajinagar-pune,"Beverages, Snacks",--,200 FOR TWO
Shivtirth Vadapav	,shivajinagar-pune,"Maharashtrian, Snacks, Beverages",--,100 FOR TWO
Anna Idli,shivajinagar-pune,South Indian,4.4,300 FOR TWO
JAI SHREE KRUSHNA PURE VEG,shivajinagar-pune,"Indian, Biryani",--,500 FOR TWO
Miana's Croissanterie,shivajinagar-pune,Snacks,4.8,200 FOR TWO
Kharade Wadewale,shivajinagar-pune,Snacks,--,100 FOR TWO
Granny Ammaas Cake,shivajinagar-pune,"Desserts, Bakery",3.7,300 FOR TWO
The Mighty Crust Pizzeria ,shivajinagar-pune,Pizzas,--,300 FOR TWO
SHRI BALAJI IDLI WADA CENTER,shivajinagar-pune,South Indian,4.4,150 FOR TWO
Abhiman Pure Veg,shivajinagar-pune,"North Indian, Chinese",4.1,450 FOR TWO
Subhanallah Hotel,shivajinagar-pune,"North Indian, Mughlai",--,400 FOR TWO
Mummy's Kitchen,shivajinagar-pune,Snacks,--,250 FOR TWO
HINDUSTAN BAKERY,shivajinagar-pune,"Bakery, Snacks",--,100 FOR TWO
Cafe U N ME,shivajinagar-pune,Indian,--,400 FOR TWO
Cafe Durga - Wadia College,shivajinagar-pune,"Beverages, Fast Food, Indian",--,250 FOR TWO
Only Keema,shivajinagar-pune,"North Indian, Fast Food, Chinese, Snacks",--,350 FOR TWO
Indore Foods,shivajinagar-pune,Street Food,4.3,100 FOR TWO
Rahmath hotel,shivajinagar-pune,Indian,--,200 FOR TWO
Sharvaree Restaurant,shivajinagar-pune,"Maharashtrian, North Indian, Chinese",4.4,700 FOR TWO
Cafe Old Skool,shivajinagar-pune,Desserts,4.6,300 FOR TWO
Shree Kala - Aaba Misalwale,shivajinagar-pune,"Street Food, Maharashtrian, Snacks, Sweets",4.4,200 FOR TWO
Karachi Sweet Mart,shivajinagar-pune,"Desserts, Sweets",4.3,150 FOR TWO
Sudamache Pohe,shivajinagar-pune,Snacks,4.5,100 FOR TWO
Buva Snacks Vadapav Dosa Center,shivajinagar-pune,"Street Food, South Indian, Snacks",--,100 FOR TWO
hotel pune,shivajinagar-pune,"Biryani, Beverages",--,200 FOR TWO
Husseny Bakery,shivajinagar-pune,Indian,4.4,50 FOR TWO
Karachi Sweet Mart,shivajinagar-pune,Sweets,4.4,300 FOR TWO
Shri Chaturshringi mata Snacks center,shivajinagar-pune,Indian,4.0,200 FOR TWO
Theobroma,shivajinagar-pune,"Bakery, Desserts",4.5,500 FOR TWO
Abhishek Veg Restaurant,shivajinagar-pune,"North Indian, Chinese",4.3,500 FOR TWO
Sai Sagar Pure Veg- Aundh,shivajinagar-pune,"Indian, Punjabi, South Indian, Beverages",4.2,250 FOR TWO
OM SAI ON THE WAY PURE VEG,shivajinagar-pune,"North Indian, South Indian, Beverages, Street Food",--,100 FOR TWO
Best Belgian waffle,shivajinagar-pune,"Desserts, Bakery, Beverages",4.2,250 FOR TWO
Urban Bistro,shivajinagar-pune,"Continental, American, Pizzas, Salads, Beverages",--,400 FOR TWO
Zaika Chai,shivajinagar-pune,"Beverages, Snacks",--,200 FOR TWO
Cafe Riddhi and Dosa Centre,shivajinagar-pune,"South Indian, Snacks",--,200 FOR TWO
Dakshination,shivajinagar-pune,Indian,--,290 FOR TWO
Fantasy Bakery N Patisserie,shivajinagar-pune,"Bakery, Desserts",--,100 FOR TWO
Bhavnagri Fancy Sweet Mart,shivajinagar-pune,Desserts,4.1,200 FOR TWO
Shree Krishna Palace,shivajinagar-pune,"North Indian, South Indian",4.3,400 FOR TWO
Santosh Bakery,swargate,Bakery,4.8,100 FOR TWO
Bedekar Misal,swargate,Maharashtrian,4.4,400 FOR TWO
Kwality Walls Frozen Dessert and Ice Cream Shop,swargate,"Desserts, Ice Cream, Ice Cream Cakes",--,200 FOR TWO
Yolkshire,swargate,"Healthy Food, Italian, Salads, Desserts",4.3,400 FOR TWO
Shrimanti Misal And Snacks,swargate,"Maharashtrian, Street Food",4.3,150 FOR TWO
Yumma Swami,swargate,South Indian,4.2,300 FOR TWO
Maskawala & Co.,swargate,"Snacks, Biryani, Bakery",4.4,400 FOR TWO
Hotel Annapurna Tarangan,swargate,Maharashtrian,4.1,150 FOR TWO
NAADBRAMHA IDLI,swargate,South Indian,--,100 FOR TWO
Oye Kiddan,swargate,"Punjabi, North Indian, Desserts, Thalis",4.2,250 FOR TWO
Priya,swargate,"South Indian, Beverages",4.4,250 FOR TWO
Katakirr Misal,swargate,"Snacks, Maharashtrian",4.1,200 FOR TWO
Fakkad Foods,swargate,"Street Food, Fast Food, Indian",4.3,300 FOR TWO
Kekiz The Cake Shop,swargate,Desserts,--,400 FOR TWO
Shree Narayan Khaman Dhokla & Sweets,swargate,Gujarati,4.3,300 FOR TWO
Rohit Wadewale,swargate,North Indian,--,150 FOR TWO
Jayashree Garden,swargate,"North Indian, Chinese, Continental",4.2,500 FOR TWO
Shri Kailash dairy,swargate,"Beverages, Desserts, Sweets, Snacks, Ice Cream",4.4,200 FOR TWO
Greens and Breads,swargate,"Healthy Food, American, Salads, Continental, Grill",4.1,250 FOR TWO
Naghbrahma Davangiri Bennedosa,swargate,South Indian,4.5,200 FOR TWO
